INSTNM,CITY,STABBR,ZIP,LATITUDE,LONGITUDE,SAT_AVG,SAT_AVG_ALL
Northeastern University Lifelong Learning Network,Boston,MA,2115,42.339477,-71.087841,NULL,1482
Florida Polytechnic University,Lakeland,FL,33805-8531,28.150149,-81.845995,1272,1272
Arizona State University-Skysong,Scottsdale,AZ,85257,33.463786,-111.923861,NULL,1219
Morthland College,West Frankfort,IL,62896-2742,37.896817,-88.92652,1483,1483
University of Florida-Online,Gainesville,FL,32611,29.649413,-82.339848,1235,1346
University of North Texas at Dallas,Dallas,TX,75241,32.659588,-96.803446,978,978
Kennesaw State University,Kennesaw,GA,30144,34.038807,-84.583052,1163,1163
Milligan College,Milligan College,TN,37682,36.300147,-82.29407,1184,1184
Emory University-Oxford College,Oxford,GA,30054,33.6191,-83.871141,1420,1437
Husson University,Bangor,ME,04401-2929,44.829002,-68.791476,1048,1048
Northwest University-College of Adult and Professional Studies,Kirkland,WA,98033,47.657502,-122.195774,NULL,1122
Indiana Wesleyan University-National & Global,Marion,IN,46953,40.510655,-85.677641,NULL,1138
Piedmont International University,Winston-Salem,NC,27101,36.087962,-80.250153,919,919
Purdue University Northwest,Hammond,IN,46323,41.584324,-87.474236,1082,1082
East-West University,Keshena,WI,54135-0279,44.88177,-88.631351,NULL,910
University of Wisconsin-Milwaukee Flex,Milwaukee,WI,53201,43.076848,-87.880488,NULL,1125
University of Wisconsin-Parkside Flex,Kenosha,WI,53141,42.645603,-87.855007,NULL,1045
University of Wisconsin Colleges Flex,Madison,WI,53708,43.068214,-89.39859,NULL,1025
Troy University-Phenix City Campus,Phenix City,AL,368694419,NULL,NULL,NULL,1085
Troy University-Montgomery Campus,Montgomery,AL,361034419,NULL,NULL,NULL,1085
Troy University-Dothan Campus,Dothan,AL,363034419,NULL,NULL,NULL,1085
Troy University-Online,Troy,AL,360825327,NULL,NULL,NULL,1085
Troy University-Support Locations,Troy,AL,360825327,NULL,NULL,NULL,1085
Harding School of Theology,Memphis,TN,381175499,NULL,NULL,NULL,1203
Life Pacific College-Ignite,Christiansburg,VA,24073,NULL,NULL,NULL,1002
Mount Saint Mary's University - Doheny Campus,Los Angeles,CA,90007,NULL,NULL,NULL,1013
San Diego State University-Imperial Valley Campus,Calexico,CA,92231,NULL,NULL,NULL,1206
Jesuit School of Theology of Santa Clara University,Berkeley,CA,94709,NULL,NULL,NULL,1378
Barry University Law School,Orlando,FL,328073673,NULL,NULL,NULL,970
University of Notre Dame -,Chicago,IL,606042535,NULL,NULL,NULL,1486
Graceland University - Independence,Independence,MO,640503434,NULL,NULL,NULL,1029
Baker University School of Nursing,Topeka,KS,666041353,NULL,NULL,NULL,1137
Baker University School of Professional and Graduate Studies and Graduate School of Education,Overland Park,KS,662101937,NULL,NULL,NULL,1137
Bellarmine University - Bullitt County,Shepherdsville,KY,401656122,NULL,NULL,NULL,1189
Bellarmine University - Oldham County,Crestwood,KY,400149531,NULL,NULL,NULL,1189
Southeastern Louisiana University - EBR Parish School System Prof Dev,Baton Rouge,LA,708145322,NULL,NULL,NULL,1085
Southeastern Louisiana University - St Amant High School,St Amant,LA,707743413,NULL,NULL,NULL,1085
University of Mississippi Medical Center,Jackson,MS,392164505,NULL,NULL,NULL,1225
Evangel University - Assemblies of God Theological Seminary,Springfield,MO,658022131,NULL,NULL,NULL,1102
Lindenwood University-Belleville,Belleville,IL,62226,NULL,NULL,NULL,1097
The University of Montana - Missoula College,Missoula,MT,59802,NULL,NULL,NULL,1165
Monmouth University -  Monmouth Park Corporate Center,West Long Branch,NJ,77641898,NULL,NULL,NULL,1088
Pratt Manhattan-A Division of Pratt Institute,New York,NY,10011,NULL,NULL,NULL,1201
Kettering College - Ollie Davis Medical Arts and Education Center,Beavercreek,OH,454403442,NULL,NULL,NULL,1138
Mount Carmel College of Nursing - Fairfield,Lancaster,OH,431303372,NULL,NULL,NULL,1065
University of Oklahoma - Douglass Learning Center,Lawton,OK,735013025,NULL,NULL,NULL,1254
University of Oklahoma - Ft. Benning GA - AP,Ft Benning,GA,319055593,NULL,NULL,NULL,1254
Texas A & M University Health Science Center,Bryan,TX,77807,NULL,NULL,NULL,1277
Washington State University-Vancouver,Vancouver,WA,986869600,NULL,NULL,NULL,1127
Washington State University-Spokane,Spokane,WA,992029600,NULL,NULL,NULL,1127
Washington State University-Tri Cities,Richland,WA,993541671,NULL,NULL,NULL,1127
University of the Virgin Islands-Albert A. Sheen,St. Croix,VI,850,NULL,NULL,NULL,913
Purdue University - Purdue Polytechnic Anderson,Anderson,IN,46016,NULL,NULL,NULL,1293
Purdue University - Purdue Polytechnic Indianapolis,Indianapolis,IN,46241,NULL,NULL,NULL,1293
Purdue University - Purdue Polytechnic South Bend,South Bend,IN,46634,NULL,NULL,NULL,1293
Purdue University - Purdue Polytechnic New Albany,New Albany,IN,47150,NULL,NULL,NULL,1293
Purdue University - Purdue Polytechnic Columbus,Columbus,IN,47203,NULL,NULL,NULL,1293
Purdue University - Purdue Polytechnic Kokomo,Kokomo,IN,46904,NULL,NULL,NULL,1293
Purdue University - Purdue Polytechnic Richmond,Richmond,IN,47374,NULL,NULL,NULL,1293
Purdue University - Purdue Polytechnic Lafayette,Lafayette,IN,47903,NULL,NULL,NULL,1293
Purdue University - Purdue Polytechnic Vincennes,Vincennes,IN,47591,NULL,NULL,NULL,1293
Arizona State University at Tucson,Tucson,AZ,857454284,NULL,NULL,NULL,1219
Arizona State University - ASU Colleges at Lake Havasu City,Lake Havasu City,AZ,864036877,NULL,NULL,NULL,1219
Arizona State University at The Gila Valley,Thatcher,AZ,855525545,NULL,NULL,NULL,1219
Arizona State University at Yuma,Yuma,AZ,853656900,NULL,NULL,NULL,1219
